pair_name,pearson_r,pearson_p_value,eg_statistic,eg_p_value,eg_crit_1pct,eg_crit_5pct,eg_crit_10pct,cointegrated,hedge_ratio_beta,adf_statistic,adf_p_value,adf_lags_used,adf_crit_1pct,adf_crit_5pct,adf_crit_10pct,spread_stationary,half_life_bars,ar1_lambda
petr3/petr4,0.9800742876979167,0.0,-3.7792255532124446,0.014444965568803978,-3.8965548672913823,-3.3361940835218693,-3.044494482034331,True,0.9924467913682217,-3.7791998298238756,0.0031274430642896176,28,-3.4304186062181947,-2.8615703228571814,-2.5667861397986704,True,45058.284867868686,-1.5383345872852618e-05
